category,classname,displayName,description,version,sourcePage,sourceUrl,sourceAffiliations,usedBy,classificationBasis
headgear,vn_b_helmet_m1_15_02,Helmet M1 15 (Camo 2),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_16_01,Helmet M1 16 (Camo),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_usmc_68_05;vn_b_men_usmc_68_09;vn_b_men_usmc_68_12;vn_b_men_usmc_68_15;vn_b_men_usmc_68_16;vn_b_men_usmc_68_17;vn_b_men_usmc_68_18;vn_b_men_usmc_68_19;vn_i_men_fank_70_11;vn_i_men_fank_71_11,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_16_02,Helmet M1 16 (Camo 2),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_17_01,Helmet M1 GL 17 (Camo),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_usmc_66_04;vn_b_men_usmc_66_05;vn_b_men_usmc_66_08;vn_b_men_usmc_66_09;vn_b_men_usmc_66_11;vn_b_men_usmc_66_12;vn_b_men_usmc_66_15;vn_b_men_usmc_66_16;vn_b_men_usmc_66_17;vn_b_men_usmc_66_18;vn_b_men_usmc_66_19;vn_b_men_usmc_66_21;vn_b_men_usmc_68_04;vn_b_men_usmc_68_08;vn_b_men_usmc_68_11;vn_b_men_usmc_68_21;vn_i_men_fank_70_13;vn_i_men_fank_71_13,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_17_02,Helmet M1 GL 17 (Camo 2),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_18_01,Helmet M1 18 (Camo),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_usmc_66_03;vn_b_men_usmc_68_03;vn_i_men_fank_70_14;vn_i_men_fank_71_14,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_18_02,Helmet M1 18 (Camo 2),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_19_01,Helmet M1 19 (Camo),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_usmc_66_06;vn_b_men_usmc_68_06,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_19_02,Helmet M1 19 (Camo 2),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_20_01,Helmet M1 20 (Camo),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_usmc_66_13;vn_b_men_usmc_68_13;vn_b_men_usmc_70_13,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_m1_20_02,Helmet M1 20 (Camo 2),No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_sog_01,Pith Helmet (SOG),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_23;vn_b_men_seal_42;vn_b_men_sog_01;vn_b_men_sog_09;vn_b_men_sog_15;vn_b_men_sog_30;vn_b_men_sog_31,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_01_01,Helmet SVH4 (Air Cav),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aircrew_06;vn_b_men_aircrew_26,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_01_02,Helmet SVH4 (ARVN custom),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_01_03,Helmet SVH4 (USAF),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aircrew_02;vn_b_men_aircrew_base,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_01_04,Helmet SVH4 (Army),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_aircrew_04;vn_b_men_aircrew_08;vn_b_men_aircrew_10;vn_b_men_aircrew_12;vn_b_men_aircrew_18;vn_b_men_aircrew_20;vn_b_men_aircrew_22;vn_b_men_aircrew_24;vn_b_men_aircrew_27;vn_b_men_aircrew_29;vn_b_men_aircrew_31;vn_b_men_aircrew_33;vn_b_men_aircrew_36;vn_b_men_aircrew_45;vn_b_men_aircrew_48;vn_i_men_aircrew_09;vn_i_men_aircrew_12,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_01_05,Helmet SVH4 (ARVN),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_aircrew_14;vn_b_men_aircrew_16;vn_b_men_aircrew_38;vn_b_men_aircrew_40;vn_i_men_aircrew_02;vn_i_men_aircrew_04;vn_i_men_aircrew_base,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_01_06,Helmet SVH4 (Scream),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_02_01,Helmet SVH4 (Air Cav/ Visor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aircrew_05;vn_b_men_aircrew_25,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_02_02,Helmet SVH4 (ARVN custom/ Visor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_aircrew_01,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_02_03,Helmet SVH4 (USAF/ Visor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aircrew_01,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_02_04,Helmet SVH4 (Army/ Visor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_aircrew_03;vn_b_men_aircrew_07;vn_b_men_aircrew_09;vn_b_men_aircrew_11;vn_b_men_aircrew_17;vn_b_men_aircrew_19;vn_b_men_aircrew_21;vn_b_men_aircrew_23;vn_b_men_aircrew_28;vn_b_men_aircrew_30;vn_b_men_aircrew_32;vn_b_men_aircrew_34;vn_b_men_aircrew_35;vn_b_men_aircrew_46;vn_b_men_aircrew_47;vn_i_men_aircrew_10;vn_i_men_aircrew_11,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_02_05,Helmet SVH4 (ARVN/ Visor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_aircrew_13;vn_b_men_aircrew_15;vn_b_men_aircrew_37;vn_i_men_aircrew_03,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_svh4_02_06,Helmet SVH4 (Scream/ Visor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_t56_01_01,Helmet T56,No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_rok_army_68_23,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_t56_01_02,Helmet T56 1,No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_army_23;vn_b_men_usmc_66_23;vn_b_men_usmc_68_23;vn_b_men_usmc_70_23,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_t56_01_03,Helmet T56 2,No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_t56_02_01,Helmet T56 (Goggles),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_army_25;vn_b_men_aus_army_66_24;vn_b_men_aus_army_70_24;vn_b_men_rok_army_68_24;vn_b_men_rok_army_68_25;vn_b_men_usmc_66_25;vn_b_men_usmc_68_25;vn_b_men_usmc_70_25;vn_i_men_army_24;vn_i_men_army_25;vn_i_men_fank_70_24;vn_i_men_fank_70_25;vn_i_men_fank_71_24;vn_i_men_fank_71_25,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_t56_02_02,Helmet T56 1 (Goggles),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_b_helmet_t56_02_03,Helmet T56 2 (Goggles),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_army_24;vn_b_men_usmc_66_24;vn_b_men_usmc_68_24;vn_b_men_usmc_70_24,Remaining selectable official CfgWeapons equipment record.
headgear,vn_c_conehat_01,Non La (Strap),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_02;CivilianPresence_vn_c_men_05;CivilianPresence_vn_c_men_14;CivilianPresence_vn_c_men_19;CivilianPresence_vn_c_men_23;CivilianPresence_vn_c_men_28;vn_c_men_02;vn_c_men_05;vn_c_men_14;vn_c_men_19;vn_c_men_23;vn_c_men_28;vn_o_men_vc_local_04;vn_o_men_vc_local_12;vn_o_men_vc_local_18,Remaining selectable official CfgWeapons equipment record.
headgear,vn_c_conehat_02,Non La,No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_07;CivilianPresence_vn_c_men_12;CivilianPresence_vn_c_men_16;CivilianPresence_vn_c_men_20;CivilianPresence_vn_c_men_25;CivilianPresence_vn_c_men_29;CivilianPresence_vn_c_men_30;vn_c_men_07;vn_c_men_12;vn_c_men_16;vn_c_men_20;vn_c_men_25;vn_c_men_29;vn_c_men_30;vn_o_men_vc_local_05;vn_o_men_vc_local_19,Remaining selectable official CfgWeapons equipment record.
headgear,vn_c_headband_01,Headband (Red),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_01;CivilianPresence_vn_c_men_03;CivilianPresence_vn_c_men_18;CivilianPresence_vn_c_men_22;CivilianPresence_vn_c_men_27;CivilianPresence_vn_c_men_31;vn_c_men_01;vn_c_men_03;vn_c_men_18;vn_c_men_22;vn_c_men_27;vn_c_men_31;vn_o_men_kr_70_04;vn_o_men_kr_70_07;vn_o_men_kr_70_11;vn_o_men_kr_75_04;vn_o_men_kr_75_07;vn_o_men_kr_75_11;vn_o_men_nva_dc_05,Remaining selectable official CfgWeapons equipment record.
headgear,vn_c_headband_02,Headband (Green),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_09;CivilianPresence_vn_c_men_13;vn_c_men_09;vn_c_men_13;vn_o_men_vc_local_02,Remaining selectable official CfgWeapons equipment record.
headgear,vn_c_headband_03,Headband (Blue),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_08;CivilianPresence_vn_c_men_17;vn_c_men_08;vn_c_men_17;vn_o_men_vc_local_03;vn_o_men_vc_local_09;vn_o_men_vc_local_13;vn_o_men_vc_local_17;vn_o_men_vc_local_27;vn_o_men_vc_local_30,Remaining selectable official CfgWeapons equipment record.
headgear,vn_c_headband_04,Headband (Black/white),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_04;CivilianPresence_vn_c_men_11;CivilianPresence_vn_c_men_21;CivilianPresence_vn_c_men_24;vn_c_men_04;vn_c_men_11;vn_c_men_21;vn_c_men_24;vn_o_men_nva_dc_02;vn_o_men_vc_local_07;vn_o_men_vc_local_21;vn_o_men_vc_local_25;vn_o_men_vc_local_28;vn_o_men_vc_local_32,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_beret_01_01,Beret (ARVN Armor),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_army_23,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_beret_03_01,Beret (ARVN Tan),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_army_26,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_beret_03_02,Beret (ARVN Black),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_marine_22,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_beret_03_03,Beret (ARVN Airborne),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_sf_13,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_beret_03_04,Beret (ARVN Ranger),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_22,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_helmet_m1_01_01,Helmet M1 (Biet Dong Quan),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_01;vn_i_men_ranger_03;vn_i_men_ranger_06;vn_i_men_ranger_09;vn_i_men_ranger_11;vn_i_men_ranger_21,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_helmet_m1_01_02,Helmet M1 (Quan Canh),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_army_22,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_helmet_m1_02_01,Helmet M1 (Net 1),No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_army_03;vn_i_men_army_10;vn_i_men_army_12;vn_i_men_army_18;vn_i_men_army_21;vn_i_men_fank_70_03;vn_i_men_fank_70_07;vn_i_men_fank_70_10;vn_i_men_fank_70_18;vn_i_men_fank_70_19;vn_i_men_fank_70_21;vn_i_men_fank_70_26;vn_i_men_fank_71_03;vn_i_men_fank_71_07;vn_i_men_fank_71_10;vn_i_men_fank_71_18;vn_i_men_fank_71_19;vn_i_men_fank_71_21;vn_i_men_fank_71_22;vn_i_men_fank_71_26;vn_i_men_rla_03;vn_i_men_rla_10;vn_i_men_rla_12;vn_i_men_rla_18;vn_i_men_rla_21;vn_i_men_rla_22,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_helmet_m1_02_02,Helmet M1 (Tiger/ Net 1),No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_04;vn_i_men_ranger_07;vn_i_men_ranger_15,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_helmet_m1_03_01,Helmet M1 (Net 2),No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_army_01;vn_i_men_army_06;vn_i_men_army_15;vn_i_men_army_16;vn_i_men_army_20;vn_i_men_fank_70_01;vn_i_men_fank_70_06;vn_i_men_fank_70_09;vn_i_men_fank_70_15;vn_i_men_fank_70_20;vn_i_men_fank_70_22;vn_i_men_fank_71_01;vn_i_men_fank_71_06;vn_i_men_fank_71_09;vn_i_men_fank_71_15;vn_i_men_fank_71_20;vn_i_men_rla_01;vn_i_men_rla_06;vn_i_men_rla_15;vn_i_men_rla_16;vn_i_men_rla_20,Remaining selectable official CfgWeapons equipment record.
headgear,vn_i_helmet_m1_03_02,Helmet M1 (Tiger/ Net 2),No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_02;vn_i_men_ranger_05;vn_i_men_ranger_08;vn_i_men_ranger_19,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_boonie_nva_02_01,Boonie Hat (NVA/ green),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_dc_11;vn_o_men_nva_dc_14;vn_o_men_nva_dc_16,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_boonie_nva_02_02,Boonie Hat (NVA/ black),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_dc_04;vn_o_men_nva_dc_17,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_boonie_vc_01_01,Boonie Hat (Green),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_06;CivilianPresence_vn_c_men_15;CivilianPresence_vn_c_men_32;vn_c_men_06;vn_c_men_15;vn_c_men_32;vn_o_men_vc_local_06;vn_o_men_vc_local_14;vn_o_men_vc_local_22,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_boonie_vc_01_02,Boonie Hat (Black),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,CivilianPresence_vn_c_men_10;CivilianPresence_vn_c_men_26;vn_c_men_10;vn_c_men_26;vn_o_men_vc_local_08;vn_o_men_vc_local_11;vn_o_men_vc_local_16;vn_o_men_vc_local_20;vn_o_men_vc_local_23;vn_o_men_vc_local_26;vn_o_men_vc_local_29;vn_o_men_vc_local_31,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_boonie_vc_02_01,Boonie Hat (VC/ green),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_vc_local_15;vn_o_men_vc_regional_08,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_boonie_vc_02_02,Boonie Hat (VC/ black),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_vc_local_01;vn_o_men_vc_regional_12,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_cap_01,Field cap (NVA),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_01;vn_o_men_nva_15;vn_o_men_nva_65_01;vn_o_men_nva_65_15,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_cap_02,Field cap (VC),No Armor,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_vc_01;vn_o_men_vc_regional_01,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_cap_03,Field cap,No Armor,1.3,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_cap_navy_01,Cap (VPN Sailor),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_navy_04;vn_o_men_nva_navy_06;vn_o_men_nva_navy_09;vn_o_men_nva_navy_10;vn_o_men_nva_navy_13,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_01,Pith Helmet (NVA),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,,,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_02,Pith Helmet (NVA/ strap),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_02;vn_o_men_nva_08;vn_o_men_nva_16;vn_o_men_nva_22,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_03,Pith Helmet (NVA/ camo),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_07;vn_o_men_nva_10;vn_o_men_nva_21;vn_o_men_nva_24;vn_o_men_nva_32;vn_o_men_nva_36;vn_o_men_nva_43;vn_o_men_nva_44;vn_o_men_nva_45;vn_o_men_nva_46;vn_o_men_nva_47;vn_o_men_nva_48;vn_o_men_nva_65_30;vn_o_men_nva_65_33;vn_o_men_nva_dc_01;vn_o_men_nva_dc_03;vn_o_men_nva_dc_06;vn_o_men_nva_dc_12,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_04,Pith Helmet (NVA/ assault),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_04;vn_o_men_nva_09;vn_o_men_nva_18;vn_o_men_nva_23;vn_o_men_nva_29;vn_o_men_nva_33;vn_o_men_nva_49;vn_o_men_nva_50;vn_o_men_nva_65_29;vn_o_men_nva_65_31;vn_o_men_nva_65_32;vn_o_men_nva_65_34;vn_o_men_nva_dc_07;vn_o_men_nva_dc_10;vn_o_men_nva_dc_13;vn_o_men_nva_dc_15;vn_o_men_nva_dc_18,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_05,Pith Helmet (NVA/ driver),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_05;vn_o_men_nva_19,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_06,Pith Helmet (VPN),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_65_03;vn_o_men_nva_65_05;vn_o_men_nva_65_07;vn_o_men_nva_65_09;vn_o_men_nva_65_11;vn_o_men_nva_65_13;vn_o_men_nva_65_17;vn_o_men_nva_65_19;vn_o_men_nva_65_21;vn_o_men_nva_65_23;vn_o_men_nva_65_25;vn_o_men_nva_65_27;vn_o_men_nva_marine_01;vn_o_men_nva_marine_02;vn_o_men_nva_marine_03;vn_o_men_nva_marine_04;vn_o_men_nva_marine_05;vn_o_men_nva_marine_06;vn_o_men_nva_marine_07;vn_o_men_nva_marine_08;vn_o_men_nva_marine_09;vn_o_men_nva_marine_10;vn_o_men_nva_marine_11;vn_o_men_nva_marine_12;vn_o_men_nva_marine_13;vn_o_men_nva_marine_14;vn_o_men_nva_navy_12,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_07,Pith Helmet (NVA/ net),No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_03;vn_o_men_nva_17;vn_o_men_nva_31;vn_o_men_nva_35,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_08,Pith Helmet (VPN/ net),No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_65_02;vn_o_men_nva_65_04;vn_o_men_nva_65_06;vn_o_men_nva_65_08;vn_o_men_nva_65_10;vn_o_men_nva_65_12;vn_o_men_nva_65_14;vn_o_men_nva_65_16;vn_o_men_nva_65_18;vn_o_men_nva_65_20;vn_o_men_nva_65_22;vn_o_men_nva_65_24;vn_o_men_nva_65_26;vn_o_men_nva_65_28;vn_o_men_pl_04;vn_o_men_pl_07;vn_o_men_pl_11;vn_o_men_pl_24;vn_o_men_pl_25,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_09,Helmet SSh-40,No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_11;vn_o_men_nva_12;vn_o_men_nva_13;vn_o_men_nva_14;vn_o_men_nva_25;vn_o_men_nva_26;vn_o_men_nva_27;vn_o_men_nva_28;vn_o_men_nva_30;vn_o_men_nva_34;vn_o_men_nva_navy_01;vn_o_men_nva_navy_02;vn_o_men_nva_navy_03;vn_o_men_nva_navy_05;vn_o_men_nva_navy_07;vn_o_men_nva_navy_08;vn_o_men_nva_navy_11;vn_o_men_nva_navy_14,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_nva_10,Helmet M56,No Armor,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_nva_06;vn_o_men_nva_20,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_shl61_01,Helmet SHL61 (Goggles),No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_aircrew_03;vn_o_men_aircrew_05,Remaining selectable official CfgWeapons equipment record.
headgear,vn_o_helmet_shl61_02,Helmet SHL61,No Armor,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,EAST,vn_o_men_aircrew_04;vn_o_men_aircrew_06,Remaining selectable official CfgWeapons equipment record.
